UDI,Product ID,Type,air_temp,process_temp,rpm,torque,wear,failure,TWF,HDF,PWF,OSF,RNF,health_score,p_fail_composite,risk_OSF,risk_HDF,risk_PWF,risk_TWF,risk_RNF_baseline,osf_ratio_to_threshold,dominant_mode,dominant_mode_normalized_score
7095,L54274,L,300.6,310.2,1447,45.9,17,0,0,0,0,0,0,63.0,0.3695,0.0,0.369,0.0,0.0,0.001,0.071,HDF,0.369
7096,L54275,L,300.6,310.1,1485,49.9,19,0,0,0,0,0,0,78.9,0.2108,0.0,0.21,0.0,0.0,0.001,0.086,HDF,0.21
7097,L54276,L,300.6,310.2,1489,47.8,21,0,0,0,0,0,0,81.7,0.183,0.0,0.182,0.0,0.0,0.001,0.091,HDF,0.182
7098,M21957,M,300.6,310.2,1233,52.3,23,0,0,0,0,0,0,33.3,0.667,0.0,0.667,0.0,0.0,0.001,0.1,HDF,0.667
7099,L54278,L,300.7,310.2,1642,32.6,26,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.077,none,0.0
7100,M21959,M,300.7,310.2,1373,44.1,28,0,0,0,0,0,0,30.0,0.7003,0.0,0.7,0.0,0.0,0.001,0.103,HDF,0.7
7101,L54280,L,300.7,310.2,1569,32.8,31,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.092,none,0.0
7102,L54281,L,300.8,310.2,1850,22.8,33,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.068,none,0.0
7103,M21962,M,300.8,310.3,1494,42.2,35,0,0,0,0,0,0,83.1,0.1688,0.0,0.168,0.0,0.0,0.001,0.123,HDF,0.168
7104,H36517,H,300.8,310.3,1777,30.1,38,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.088,none,0.0
7105,L54284,L,300.9,310.4,1454,43.1,43,0,0,0,0,0,0,64.5,0.3553,0.0,0.355,0.0,0.0,0.001,0.168,HDF,0.355
7106,L54285,L,300.9,310.4,1536,34.2,45,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.14,none,0.0
7107,L54286,L,300.8,310.5,1482,39.0,47,0,0,0,0,0,0,79.7,0.2035,0.0,0.203,0.0,0.0,0.001,0.167,HDF,0.203
7108,H36521,H,300.9,310.5,1512,41.2,49,0,0,0,0,0,0,91.9,0.0809,0.0,0.08,0.0,0.0,0.001,0.155,HDF,0.08
7109,M21968,M,300.8,310.5,1511,35.8,54,0,0,0,0,0,0,91.9,0.0811,0.0,0.08,0.0,0.0,0.001,0.161,HDF,0.08
7110,L54289,L,300.9,310.5,1599,40.5,57,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.21,none,0.0
7111,M21970,M,300.8,310.4,1518,36.0,59,0,0,0,0,0,0,94.6,0.0543,0.0,0.053,0.0,0.0,0.001,0.177,HDF,0.053
7112,M21971,M,300.8,310.4,1450,39.4,62,0,0,0,0,0,0,64.4,0.3562,0.0,0.356,0.0,0.0,0.001,0.204,HDF,0.356
7113,L54292,L,300.9,310.4,1427,47.0,65,0,0,0,0,0,0,51.9,0.4812,0.0,0.481,0.0,0.0,0.001,0.278,HDF,0.481
7114,L54293,L,300.9,310.4,1561,32.7,67,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.199,none,0.0
7115,H36528,H,300.9,310.4,1457,43.8,69,0,0,0,0,0,0,65.9,0.3413,0.0,0.341,0.0,0.0,0.001,0.232,HDF,0.341
7116,M21975,M,301.0,310.6,1460,53.6,74,0,0,0,0,0,0,68.8,0.3118,0.0,0.311,0.0,0.0,0.001,0.331,HDF,0.311
7117,L54296,L,301.0,310.5,1601,33.2,77,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.232,none,0.0
7118,L54297,L,300.9,310.5,1570,40.1,79,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.288,none,0.0
7119,L54298,L,300.9,310.5,1565,35.9,81,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.264,none,0.0
7120,L54299,L,301.0,310.5,1378,44.4,83,0,0,0,0,0,0,30.0,0.7003,0.0,0.7,0.0,0.0,0.001,0.335,HDF,0.7
7121,L54300,L,300.9,310.5,2288,16.1,85,0,0,0,0,0,0,71.4,0.2856,0.0,0.0,0.285,0.0,0.001,0.124,PWF,0.285
7122,M21981,M,300.9,310.4,1375,44.7,87,0,0,0,0,0,0,30.0,0.7003,0.0,0.7,0.0,0.0,0.001,0.324,HDF,0.7
7123,L54302,L,300.9,310.4,1788,27.8,90,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.227,none,0.0
7124,M21983,M,300.9,310.4,1576,40.4,92,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.31,none,0.0
7125,M21984,M,300.8,310.3,1868,24.5,95,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.194,none,0.0
7126,L54305,L,300.7,310.1,1261,56.6,98,0,0,0,0,0,0,26.4,0.7359,0.009,0.733,0.0,0.0,0.001,0.504,HDF,0.733
7127,M21986,M,300.6,310.0,1542,33.9,100,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.282,none,0.0
7128,L54307,L,300.6,310.0,1438,53.8,103,0,0,0,0,0,0,54.6,0.4545,0.008,0.45,0.0,0.0,0.001,0.504,HDF,0.45
7129,L54308,L,300.6,310.0,1511,36.9,105,0,0,0,0,0,0,90.6,0.0938,0.0,0.093,0.0,0.0,0.001,0.352,HDF,0.093
7130,L54309,L,300.6,310.0,1635,31.0,107,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.302,none,0.0
7131,L54310,L,300.6,309.9,1428,48.8,109,0,0,0,0,0,0,47.8,0.5218,0.0,0.521,0.0,0.0,0.001,0.484,HDF,0.521
7132,M21991,M,300.5,309.8,1410,44.4,111,0,0,0,0,0,0,38.6,0.6137,0.0,0.613,0.0,0.0,0.001,0.411,HDF,0.613
7133,L54312,L,300.5,309.9,1423,47.9,114,0,0,0,0,0,0,47.6,0.5236,0.0,0.523,0.0,0.0,0.001,0.496,HDF,0.523
7134,M21993,M,300.5,309.9,1552,41.3,116,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.399,none,0.0
7135,M21994,M,300.5,310.0,1406,50.2,119,0,0,0,0,0,0,42.1,0.5791,0.0,0.579,0.0,0.0,0.001,0.498,HDF,0.579
7136,L54315,L,300.5,309.9,1443,48.3,122,0,0,0,0,0,0,53.3,0.4669,0.071,0.425,0.0,0.0,0.001,0.536,HDF,0.425
7137,M21996,M,300.5,309.9,1343,63.7,124,0,0,0,0,0,0,1.5,0.985,0.316,0.733,0.917,0.0,0.001,0.658,PWF,0.917
7138,M21997,M,300.6,310.0,1486,41.2,127,0,0,0,0,0,0,78.4,0.2159,0.0,0.215,0.0,0.0,0.001,0.436,HDF,0.215
7139,L54318,L,300.6,310.1,1297,50.0,130,0,0,0,0,0,0,24.5,0.7548,0.182,0.7,0.0,0.0,0.001,0.591,HDF,0.7
7140,L54319,L,300.6,310.1,1495,42.3,132,0,0,0,0,0,0,82.3,0.1769,0.015,0.163,0.0,0.0,0.001,0.508,HDF/OSF,0.163
7141,L54320,L,300.5,309.9,1382,46.5,134,0,0,0,0,0,0,23.9,0.7605,0.133,0.724,0.0,0.0,0.001,0.566,HDF,0.724
7142,M22001,M,300.4,309.8,1356,44.4,136,0,0,0,0,0,0,26.5,0.7353,0.006,0.733,0.0,0.0,0.001,0.503,HDF,0.733
7143,H36556,H,300.3,309.7,1452,41.5,139,0,0,0,0,0,0,61.8,0.382,0.0,0.381,0.0,0.0,0.001,0.444,HDF,0.381
7144,H36557,H,300.3,309.7,1582,30.8,144,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.341,none,0.0
7145,M22004,M,300.4,309.8,1517,40.3,149,0,0,0,0,0,0,93.5,0.0652,0.001,0.064,0.0,0.0,0.001,0.5,HDF,0.064
7146,L54325,L,300.5,310.0,1413,44.5,152,0,0,0,0,0,0,34.9,0.6507,0.23,0.546,0.0,0.0,0.001,0.615,HDF,0.546
7147,L54326,L,300.4,309.9,1496,31.8,154,0,0,0,0,0,0,84.0,0.1595,0.0,0.159,0.0,0.0,0.001,0.445,HDF,0.159
7148,L54327,L,300.3,309.8,1466,41.2,156,0,0,0,0,0,0,58.3,0.4175,0.169,0.299,0.0,0.0,0.001,0.584,HDF/OSF,0.299
7149,M22008,M,300.3,309.8,1617,40.8,158,0,0,0,0,0,0,92.5,0.0753,0.074,0.0,0.0,0.0,0.001,0.537,OSF,0.074
7150,L54329,L,300.2,309.8,1506,41.8,161,0,0,0,0,0,0,69.3,0.3071,0.224,0.107,0.0,0.0,0.001,0.612,OSF/HDF,0.224
7151,L54330,L,300.2,309.8,1401,49.3,163,0,0,0,0,0,0,23.0,0.7703,0.461,0.573,0.0,0.0,0.001,0.731,HDF/OSF,0.573
7152,H36565,H,300.2,309.9,1906,22.9,165,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.291,none,0.0
7153,L54332,L,300.2,309.9,1566,36.4,170,0,0,0,0,0,0,87.4,0.126,0.125,0.0,0.0,0.0,0.001,0.563,OSF,0.125
7154,L54333,L,300.2,310.0,1493,47.3,172,0,0,0,0,0,0,44.3,0.5567,0.479,0.148,0.0,0.0,0.001,0.74,OSF,0.479
7155,L54334,L,300.3,310.1,1483,39.9,174,0,0,0,0,0,0,59.8,0.4016,0.262,0.188,0.0,0.0,0.001,0.631,OSF/HDF,0.262
7156,M22015,M,300.2,309.9,1569,31.2,176,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.458,none,0.0
7157,M22016,M,300.2,310.0,1664,30.7,179,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.458,none,0.0
7158,L54337,L,300.2,310.0,1486,40.1,182,0,0,0,0,0,0,54.7,0.4533,0.327,0.176,0.0,0.013,0.001,0.663,OSF,0.327
7159,L54338,L,300.2,310.0,1389,53.6,184,0,0,0,0,0,0,8.8,0.9123,0.793,0.564,0.0,0.027,0.001,0.897,OSF,0.793
7160,L54339,L,300.1,310.0,1511,41.7,186,0,0,0,0,0,0,52.5,0.475,0.41,0.072,0.0,0.04,0.001,0.705,OSF,0.41
7161,M22020,M,300.2,310.1,1485,40.5,188,0,0,0,0,0,0,57.4,0.4262,0.269,0.17,0.0,0.053,0.001,0.634,OSF/HDF,0.269
7162,L54341,L,300.2,310.2,1440,42.9,191,0,0,0,0,0,0,32.1,0.6788,0.49,0.32,0.0,0.073,0.001,0.745,OSF,0.49
7163,L54342,L,300.2,310.2,1378,43.9,193,0,0,0,0,0,0,19.6,0.8043,0.54,0.533,0.0,0.087,0.001,0.77,OSF/HDF,0.54
7164,M22023,M,300.1,310.1,1501,39.3,195,0,0,0,0,0,0,58.3,0.4172,0.277,0.103,0.0,0.1,0.001,0.639,OSF/TWF,0.277
7165,M22024,M,300.2,310.1,1474,44.0,198,0,0,0,0,0,0,38.0,0.6202,0.452,0.212,0.0,0.12,0.001,0.726,OSF,0.452
7166,L54345,L,300.2,310.1,1392,47.9,201,0,0,0,0,0,0,10.3,0.8974,0.751,0.521,0.0,0.14,0.001,0.875,OSF,0.751
7167,M22026,M,300.3,310.2,1429,44.7,203,0,0,0,0,0,0,25.5,0.7449,0.512,0.382,0.0,0.153,0.001,0.756,OSF/TWF,0.512
7168,L54347,L,300.3,310.3,1362,60.3,206,1,0,0,0,1,0,0.0,1.0,1.0,0.533,0.201,0.173,0.001,1.129,OSF,1.0
7169,L54348,L,300.3,310.3,1704,29.5,0,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.0,none,0.0
7170,L54349,L,300.3,310.2,1492,52.3,2,0,0,0,0,0,0,85.6,0.1444,0.0,0.144,0.0,0.0,0.001,0.01,HDF,0.144
7171,M22030,M,300.3,310.2,1442,39.5,4,0,0,0,0,0,0,66.7,0.3331,0.0,0.332,0.0,0.0,0.001,0.013,HDF,0.332
7172,M22031,M,300.2,310.2,1438,51.5,7,0,0,0,0,0,0,67.2,0.3278,0.0,0.327,0.0,0.0,0.001,0.03,HDF,0.327
7173,M22032,M,300.1,310.1,1402,46.6,10,0,0,0,0,0,0,54.4,0.4557,0.0,0.455,0.0,0.0,0.001,0.039,HDF,0.455
7174,L54353,L,300.1,310.1,1684,30.8,13,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.036,none,0.0
7175,L54354,L,300.2,310.2,1530,48.5,15,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.066,none,0.0
7176,L54355,L,300.1,310.1,1569,43.5,17,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.067,none,0.0
7177,L54356,L,300.1,310.1,1650,31.6,19,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.055,none,0.0
7178,L54357,L,300.2,310.2,1415,49.6,21,0,0,0,0,0,0,59.1,0.4095,0.0,0.409,0.0,0.0,0.001,0.095,HDF,0.409
7179,L54358,L,300.2,310.2,1600,31.5,23,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.066,none,0.0
7180,L54359,L,300.2,310.1,1523,42.3,25,0,0,0,0,0,0,97.3,0.0274,0.0,0.026,0.0,0.0,0.001,0.096,HDF,0.026
7181,M22040,M,300.2,310.2,1628,30.3,27,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.068,none,0.0
7182,L54361,L,300.2,310.3,1331,52.1,30,0,0,0,0,0,0,50.0,0.5005,0.0,0.5,0.0,0.0,0.001,0.142,HDF,0.5
7183,L54362,L,300.3,310.3,2158,16.8,32,0,0,0,0,0,0,59.3,0.4075,0.0,0.0,0.407,0.0,0.001,0.049,PWF,0.407
7184,L54363,L,300.2,310.3,1445,50.9,34,0,0,0,0,0,0,71.6,0.284,0.0,0.283,0.0,0.0,0.001,0.157,HDF,0.283
7185,M22044,M,300.2,310.3,1593,36.1,36,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.108,none,0.0
7186,L54365,L,300.3,310.4,1672,29.2,39,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.104,none,0.0
7187,M22046,M,300.4,310.5,1644,31.4,41,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.107,none,0.0
7188,L54367,L,300.4,310.5,1402,54.3,44,0,0,0,0,0,0,57.3,0.4272,0.0,0.427,0.0,0.0,0.001,0.217,HDF,0.427
7189,L54368,L,300.4,310.4,1286,56.8,46,0,0,0,0,0,0,46.6,0.5338,0.0,0.533,0.0,0.0,0.001,0.238,HDF,0.533
7190,L54369,L,300.4,310.4,1486,46.3,48,0,0,0,0,0,0,84.3,0.1573,0.0,0.156,0.0,0.0,0.001,0.202,HDF,0.156
7191,L54370,L,300.3,310.3,1345,46.3,50,0,0,0,0,0,0,46.6,0.5338,0.0,0.533,0.0,0.0,0.001,0.21,HDF,0.533
7192,L54371,L,300.3,310.3,1629,34.1,52,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.161,none,0.0
7193,M22052,M,300.2,310.2,1429,43.8,54,0,0,0,0,0,0,64.0,0.3598,0.0,0.359,0.0,0.0,0.001,0.197,HDF,0.359
7194,L54373,L,300.1,310.1,1306,64.7,57,0,0,0,0,0,0,14.1,0.8589,0.0,0.533,0.697,0.0,0.001,0.335,PWF,0.697
7195,L54374,L,300.1,310.1,1380,52.6,59,0,0,0,0,0,0,46.6,0.5338,0.0,0.533,0.0,0.0,0.001,0.282,HDF,0.533
7196,M22055,M,300.1,310.1,1443,49.3,61,0,0,0,0,0,0,69.0,0.31,0.0,0.309,0.0,0.0,0.001,0.251,HDF,0.309
7197,H36610,H,300.1,310.1,1426,42.7,64,0,0,0,0,0,0,63.0,0.3704,0.0,0.37,0.0,0.0,0.001,0.21,HDF,0.37
7198,L54377,L,300.0,310.0,1486,41.8,69,0,0,0,0,0,0,84.3,0.1573,0.0,0.156,0.0,0.0,0.001,0.262,HDF,0.156
7199,M22058,M,300.0,309.9,1530,34.5,71,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.204,none,0.0
7200,L54379,L,300.0,309.9,1507,41.4,74,0,0,0,0,0,0,91.2,0.0878,0.0,0.087,0.0,0.0,0.001,0.279,HDF,0.087
7201,L54380,L,300.0,309.9,1608,33.4,76,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.231,none,0.0
7202,L54381,L,300.0,309.8,1474,40.6,78,0,0,0,0,0,0,77.5,0.2248,0.0,0.224,0.0,0.0,0.001,0.288,HDF,0.224
7203,L54382,L,300.0,309.7,1326,61.9,80,0,0,0,0,0,0,29.6,0.7035,0.0,0.633,0.191,0.0,0.001,0.45,HDF,0.633
7204,M22063,M,299.8,309.6,1434,48.0,82,0,0,0,0,0,0,61.5,0.3846,0.0,0.384,0.0,0.0,0.001,0.328,HDF,0.384
7205,L54384,L,299.8,309.6,1526,41.7,85,0,0,0,0,0,0,98.3,0.017,0.0,0.016,0.0,0.0,0.001,0.322,HDF,0.016
7206,L54385,L,299.8,309.7,1483,39.6,87,0,0,0,0,0,0,82.2,0.1784,0.0,0.178,0.0,0.0,0.001,0.313,HDF,0.178
7207,L54386,L,299.8,309.7,1457,51.9,89,0,0,0,0,0,0,72.3,0.2765,0.0,0.276,0.0,0.0,0.001,0.42,HDF,0.276
7208,M22067,M,299.7,309.6,1540,34.4,91,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.261,none,0.0
7209,L54388,L,299.8,309.7,1707,29.1,94,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.249,none,0.0
7210,L54389,L,299.8,309.7,1624,34.2,96,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.298,none,0.0
7211,M22070,M,299.8,309.6,1331,50.2,98,0,0,0,0,0,0,40.0,0.6004,0.0,0.6,0.0,0.0,0.001,0.41,HDF,0.6
7212,L54391,L,299.8,309.7,1431,40.3,101,0,0,0,0,0,0,62.5,0.3746,0.0,0.374,0.0,0.0,0.001,0.37,HDF,0.374
7213,M22072,M,299.8,309.7,1705,28.5,103,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.245,none,0.0
7214,M22073,M,299.8,309.8,1427,45.2,106,0,0,0,0,0,0,63.3,0.3669,0.0,0.366,0.0,0.0,0.001,0.399,HDF,0.366
7215,M22074,M,299.9,309.8,1625,41.2,109,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.374,none,0.0
7216,L54395,L,299.9,309.8,1477,47.7,112,0,0,0,0,0,0,79.9,0.201,0.0,0.2,0.0,0.0,0.001,0.486,HDF,0.2
7217,M22076,M,300.0,309.9,1651,28.1,114,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.267,none,0.0
7218,L54397,L,299.9,309.8,1716,28.2,117,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.3,none,0.0
7219,H36632,H,299.9,309.8,1400,48.7,119,0,0,0,0,0,0,50.8,0.4916,0.0,0.491,0.0,0.0,0.001,0.446,HDF,0.491
7220,M22079,M,299.8,309.7,1556,37.7,124,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.39,none,0.0
7221,L54400,L,299.8,309.7,1429,42.6,127,0,0,0,0,0,0,61.8,0.3822,0.0,0.382,0.0,0.0,0.001,0.492,HDF,0.382
7222,H36635,H,299.7,309.6,1433,49.6,129,0,0,0,0,0,0,63.3,0.3671,0.0,0.366,0.0,0.0,0.001,0.492,HDF,0.366
7223,M22082,M,299.8,309.7,1320,61.7,134,0,0,0,0,0,0,25.4,0.7462,0.378,0.567,0.058,0.0,0.001,0.689,HDF,0.567
7224,L54403,L,299.8,309.6,1374,51.6,137,0,0,0,0,0,0,28.6,0.7144,0.285,0.6,0.0,0.0,0.001,0.643,HDF,0.6
7225,L54404,L,299.8,309.6,1598,31.0,139,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.392,none,0.0
7226,M22085,M,299.8,309.7,1910,21.8,141,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.256,none,0.0
7227,L54406,L,299.7,309.6,1399,51.3,144,0,0,0,0,0,0,33.1,0.6685,0.343,0.495,0.0,0.0,0.001,0.672,HDF,0.495
7228,L54407,L,299.7,309.6,1720,27.1,146,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.36,none,0.0
7229,H36642,H,299.8,309.7,1368,47.4,148,0,0,0,0,0,0,39.9,0.6014,0.079,0.567,0.0,0.0,0.001,0.54,HDF,0.567
7230,L54409,L,299.8,309.8,1749,33.4,153,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.465,none,0.0
7231,L54410,L,299.8,309.8,1542,39.4,155,0,0,0,0,0,0,88.9,0.1113,0.11,0.0,0.0,0.0,0.001,0.555,OSF,0.11
7232,L54411,L,299.8,309.9,1553,36.6,157,0,0,0,0,0,0,95.4,0.0457,0.045,0.0,0.0,0.0,0.001,0.522,OSF,0.045
7233,M22092,M,299.9,309.9,1639,42.1,159,0,0,0,0,0,0,88.3,0.1165,0.116,0.0,0.0,0.0,0.001,0.558,OSF,0.116
7234,L54413,L,299.9,310.0,1447,45.9,162,0,0,0,0,0,0,46.8,0.5317,0.352,0.277,0.0,0.0,0.001,0.676,OSF/HDF,0.352
7235,M22094,M,299.8,310.0,1397,48.1,164,0,0,0,0,0,0,40.1,0.5987,0.315,0.414,0.0,0.0,0.001,0.657,HDF/OSF,0.414
7236,L54415,L,299.8,310.0,1361,53.8,167,0,0,0,0,0,0,19.5,0.8048,0.634,0.467,0.0,0.0,0.001,0.817,OSF,0.634
7237,M22096,M,299.8,310.0,1460,37.1,169,0,0,0,0,0,0,74.6,0.2537,0.045,0.218,0.0,0.0,0.001,0.522,HDF,0.218
7238,M22097,M,299.8,310.0,1632,33.7,172,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.483,none,0.0
7239,L54418,L,299.8,310.0,1697,36.0,175,0,0,0,0,0,0,85.4,0.1463,0.145,0.0,0.0,0.0,0.001,0.573,OSF,0.145
7240,L54419,L,299.8,310.1,1553,42.0,177,0,0,0,0,0,0,64.8,0.3523,0.352,0.0,0.0,0.0,0.001,0.676,OSF,0.352
7241,M22100,M,299.9,310.1,1362,56.3,179,0,0,0,0,0,0,17.1,0.8293,0.68,0.467,0.0,0.0,0.001,0.84,OSF,0.68
7242,M22101,M,299.9,310.0,1484,42.1,182,0,0,0,0,0,0,60.3,0.3967,0.277,0.153,0.0,0.013,0.001,0.639,OSF/HDF,0.277
7243,H36656,H,299.9,310.1,1447,51.4,185,0,0,0,0,0,0,38.5,0.6153,0.463,0.258,0.0,0.033,0.001,0.731,OSF,0.463
7244,M22103,M,300.0,310.2,1393,51.2,190,0,0,0,0,0,0,20.3,0.7974,0.621,0.426,0.0,0.067,0.001,0.811,OSF,0.621
7245,L54424,L,300.0,310.2,1760,26.9,193,0,0,0,0,0,0,91.2,0.0876,0.0,0.0,0.0,0.087,0.001,0.472,TWF,0.217
7246,L54425,L,300.0,310.1,1477,34.6,195,0,0,0,0,0,0,57.2,0.4276,0.227,0.177,0.0,0.1,0.001,0.613,TWF/OSF,0.25
7247,L54426,L,299.9,310.1,1681,29.1,197,0,0,0,0,0,0,84.8,0.1517,0.042,0.0,0.0,0.113,0.001,0.521,TWF,0.283
7248,M22107,M,300.0,310.1,1314,53.5,199,0,0,0,0,0,0,9.8,0.9016,0.774,0.5,0.0,0.127,0.001,0.887,OSF,0.774
7249,L54428,L,300.0,310.1,1762,28.0,202,0,0,0,0,0,0,82.8,0.1717,0.028,0.0,0.0,0.147,0.001,0.514,TWF,0.367
7250,L54429,L,299.9,310.0,1402,44.7,204,0,0,0,0,0,0,16.5,0.8354,0.658,0.427,0.0,0.16,0.001,0.829,OSF,0.658
7251,M22110,M,300.1,310.2,1429,42.0,206,0,0,0,0,0,0,30.6,0.6943,0.442,0.337,0.0,0.173,0.001,0.721,OSF/TWF,0.442
7252,M22111,M,300.2,310.3,1448,40.1,209,0,0,0,0,0,0,35.3,0.6468,0.397,0.273,0.0,0.193,0.001,0.698,TWF/OSF,0.483
7253,H36666,H,300.2,310.4,1501,42.9,212,0,0,0,0,0,0,43.0,0.5704,0.399,0.09,0.0,0.213,0.001,0.7,TWF/OSF,0.533
7254,L54433,L,300.3,310.5,1522,39.1,217,0,0,0,0,0,0,33.6,0.6644,0.543,0.025,0.0,0.247,0.001,0.771,TWF/OSF,0.617
7255,L54434,L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0,32.8,0.6715,0.493,0.123,0.0,0.26,0.001,0.747,TWF,0.65
7256,M22115,M,300.2,310.3,1704,29.4,221,0,0,0,0,0,0,66.6,0.3342,0.083,0.0,0.0,0.273,0.001,0.541,TWF,0.683
7257,H36670,H,300.2,310.3,1408,42.5,0,0,0,0,0,0,0,59.3,0.4073,0.0,0.407,0.0,0.0,0.001,0.0,HDF,0.407
7258,L54437,L,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,96.2,0.0383,0.0,0.037,0.0,0.0,0.001,0.019,HDF,0.037
7259,L54438,L,300.3,310.4,1742,25.9,7,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.016,none,0.0
7260,M22119,M,300.4,310.5,1500,43.0,9,0,0,0,0,0,0,89.9,0.1009,0.0,0.1,0.0,0.0,0.001,0.032,HDF,0.1
7261,L54440,L,300.4,310.5,2424,14.5,12,0,0,0,0,0,0,36.1,0.639,0.0,0.0,0.639,0.0,0.001,0.016,PWF,0.639
7262,L54441,L,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.032,none,0.0
7263,M22122,M,300.4,310.6,1545,35.6,16,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.047,none,0.0
7264,L54443,L,300.4,310.6,1429,46.9,19,0,0,0,0,0,0,68.5,0.3149,0.0,0.314,0.0,0.0,0.001,0.081,HDF,0.314
7265,M22124,M,300.4,310.6,1448,44.9,21,0,0,0,0,0,0,74.4,0.2559,0.0,0.255,0.0,0.0,0.001,0.079,HDF,0.255
7266,L54445,L,300.4,310.6,1384,48.7,24,0,0,0,0,0,0,54.5,0.4548,0.0,0.454,0.0,0.0,0.001,0.106,HDF,0.454
7267,L54446,L,300.4,310.5,1578,32.8,26,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.078,none,0.0
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.068,none,0.0
7269,L54448,L,300.5,310.6,1543,36.2,30,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.099,none,0.0
7270,M22129,M,300.4,310.5,1540,33.4,32,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.089,none,0.0
